try,time,mouseMoveDistace,miss,13,35,8
1,760.0,450.97,0
2,709.0,446.04,0
3,670.0,476.51,1
4,589.0,511.24,0
5,580.0,482.44,0
6,680.0,464.58,0
7,670.0,462.0,0
8,599.0,422.19,1
9,680.0,413.15,0
10,609.0,459.15,0
11,630.0,438.26,0
12,880.0,421.39,1
13,799.0,475.11,0
